num_robot,opti_t,opti_w_a,opti_w_omega,opti_w_penalty0,opti_w_formation,opti_w_topo,opti_w_sfc,seed,trial,trial_success,solve_success,success_strict,success_any_solution,success_feasible,final_infeasibility,n_solutions,time_topo_s,time_filter_s,time_coarse_s,time_to_s,time_total_s,outer_iters,inner_iters,tf_s,distance_m,timed_out
4,0,1,1,10000,1,0,1,42,17,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0,1,42,18,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0,1,42,19,1,0,0,1,1,3.53356e-07,4,1.07789,0.00107248,3.901,9.748,53.5203,1,5,180.234,95.6098,0
4,0,1,1,10000,1,0.5,1,42,0,1,0,0,1,1,5.75598e-07,4,0.767173,0.00159929,2.831,8.8056,42.6291,1,5,269.496,92.7573,0
4,0,1,1,10000,1,0.5,1,42,1,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,2,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,3,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,4,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,5,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,6,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,7,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,8,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,9,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,10,1,0,0,1,0,1.54361e+10,4,1.27588,0.00103289,2.208,inf,10.9548,1,0,42.8649,638.758,0
4,0,1,1,10000,1,0.5,1,42,11,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,12,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,13,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,14,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,15,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,16,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,17,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,18,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,0.5,1,42,19,1,0,0,1,0,nan,4,1.35044,0.00109596,3.221,-nan,8.00107,1,0,40.7995,75.5446,0
4,0,1,1,10000,1,1,1,42,0,1,0,0,1,0,nan,4,0.671569,0.0012786,2.1,-nan,3.03133,1,0,40.4992,69.674,0
4,0,1,1,10000,1,1,1,42,1,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,2,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,3,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,4,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,5,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,6,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,7,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,8,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,9,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,10,1,0,0,1,1,3.50059e-09,4,0.844427,0.0011019,2.486,8.8758,44.8518,1,5,118.154,76.5172,0
4,0,1,1,10000,1,1,1,42,11,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,12,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,13,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,14,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,15,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,16,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,17,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,18,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,1,1,42,19,1,0,0,1,1,5.55631e-07,4,0.51876,0.000912497,2.846,7.919,41.3689,1,5,180.817,103.487,0
4,0,1,1,10000,1,2,1,42,0,1,0,0,1,0,3.25723e+12,4,0.586297,0.00831286,1.896,inf,121.979,1,0,40.4991,2186.43,0
4,0,1,1,10000,1,2,1,42,1,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,2,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,3,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,4,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,5,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,6,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,7,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,8,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,9,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,10,1,0,0,1,0,8.18093e+11,4,0.769142,0.000960761,2.182,inf,13.6164,1,0,42.8228,1809.23,0
4,0,1,1,10000,1,2,1,42,11,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,12,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,13,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,14,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,15,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,16,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,17,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,18,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0,1,1,10000,1,2,1,42,19,1,0,0,1,1,5.56725e-07,4,0.529336,0.000987394,2.855,7.664,27.5063,1,3,122.672,82.6144,0
4,0.5,1,1,10000,1,0,1,42,0,1,0,0,1,0,nan,4,0.655898,0.00742184,2.04,-nan,153.51,1,0,40.4992,69.674,0
4,0.5,1,1,10000,1,0,1,42,1,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,2,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,3,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,4,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,5,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,6,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,7,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,8,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,9,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,10,1,0,0,1,1,1.48754e-06,4,0.731641,0.00776279,2.154,8.1654,188.566,1,5,42.9998,67.5088,0
4,0.5,1,1,10000,1,0,1,42,11,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,12,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,13,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,14,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,15,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,16,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,17,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,18,0,0,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
4,0.5,1,1,10000,1,0,1,42,19,1,0,0,1,0,nan,4,0.489795,0.00810077,3.831,-nan,62.3801,1,0,39.6969,78.0712,0
